user_genome,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",aa_percent,translation_table,red_value,warnings
NAO-all-MES-0-8-5-00-bin-303,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__UBA1660;s__UBA1660 sp002320815,GCA_002320815.1,95.0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__UBA1660;s__UBA1660 sp002320815,99.95,0.96,GCA_002320815.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__UBA1660;s__UBA1660 sp002320815,99.95,0.96,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,91.39,11,,
SPO-all-SRF-0-8-5-00-bin-376,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,GCA_002699025.1,95.0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,99.97,0.96,GCA_002699025.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,99.97,0.96,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,96.49,11,,
IO-all-SRF-0-8-5-00-bin-493,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,GCA_002699025.1,95.0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,99.93,0.95,GCA_002699025.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,99.93,0.95,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,95.48,11,,
SPO-SPSG-SRF-0-8-5-00-bin-474,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,GCA_002699025.1,95.0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,99.96,0.96,GCA_002699025.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,99.96,0.96,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,90.67,11,,
NPO-all-DCM-0-8-5-00-bin-306,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,GCA_002699025.1,95.0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,99.9,0.96,GCA_002699025.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,99.9,0.96,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,90.36,11,,
SPO-all-DCM-0-8-5-00-bin-281,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,GCA_002699025.1,95.0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,99.9,0.96,GCA_002699025.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,99.9,0.96,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,90.73,11,,
SPO-SPSG-DCM-0-8-5-00-bin-178,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,GCA_002699025.1,95.0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,99.91,0.97,GCA_002699025.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,99.91,0.97,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,90.65,11,,
NAO-all-SRF-0-8-5-00-bin-508,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,GCA_002699025.1,95.0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,99.95,0.95,GCA_002699025.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,99.95,0.95,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,96.31,11,,
NPO-all-SRF-0-8-5-00-bin-489,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,GCA_002699025.1,95.0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,99.98,0.97,GCA_002699025.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__GCA-2699025;s__GCA-2699025 sp002699025,99.98,0.97,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,90.69,11,,
SPO-all-SRF-0-8-5-00-bin-807,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,GCA_002731275.1,95.0,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,99.96,0.96,GCA_002731275.1,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,99.96,0.96,d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,95.65,11,,Genome has more than 12.5% of markers with multiple hits
NAO-all-SRF-0-8-5-00-bin-411,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,GCA_002731275.1,95.0,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,99.97,0.98,GCA_002731275.1,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,99.97,0.98,d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,95.65,11,,Genome has more than 11.7% of markers with multiple hits
SPO-PEOD-SRF-0-8-5-00-bin-27,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,GCA_002731275.1,95.0,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,99.95,0.98,GCA_002731275.1,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,99.95,0.98,d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,95.65,11,,Genome has more than 11.7% of markers with multiple hits
NPO-all-DCM-0-8-5-00-bin-316,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,GCA_002731275.1,95.0,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,99.96,0.98,GCA_002731275.1,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,99.96,0.98,d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,95.65,11,,Genome has more than 11.7% of markers with multiple hits
NAO-all-DCM-0-8-5-00-bin-13,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,GCA_002731275.1,95.0,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,99.94,0.99,GCA_002731275.1,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,99.94,0.99,d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,95.65,11,,Genome has more than 11.7% of markers with multiple hits
NPO-all-SRF-0-8-5-00-bin-250,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,GCA_002731275.1,95.0,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,99.95,0.97,GCA_002731275.1,d__Bacteria;p__Myxococcota;c__UBA6777;o__UBA6777;f__UBA6777;g__UBA6777;s__UBA6777 sp002731275,99.95,0.97,d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,95.65,11,,Genome has more than 11.7% of markers with multiple hits
MS-all-DCM-0-8-5-00-bin-297,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__TMED88;s__TMED88 sp002171515,GCA_002171515.1,95.0,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__TMED88;s__TMED88 sp002171515,99.77,0.81,GCA_002171515.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__TMED88;s__TMED88 sp002171515,99.77,0.81,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,96.67,11,,
MS-all-DCM-0-8-5-00-bin-332,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__MED660;s__MED660 sp002691025,GCA_002691025.1,95.0,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__MED660;s__MED660 sp002691025,99.39,0.85,GCA_002691025.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__MED660;s__MED660 sp002691025,99.39,0.85,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__MED660;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,96.88,11,,
MS-all-DCM-0-8-5-00-bin-417,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__MED660;s__MED660 sp002691205,GCA_002691205.1,95.0,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__MED660;s__MED660 sp002691205,99.81,0.94,GCA_002691205.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__MED660;s__MED660 sp002691205,99.81,0.94,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__MED660;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,97.04,11,,
MS-all-SRF-0-8-5-00-bin-679,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002390675,GCA_002390675.1,95.0,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002390675,96.71,0.88,GCA_002390675.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002390675,96.71,0.88,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,97.54,11,,
MS-all-DCM-0-8-5-00-bin-593,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002390675,GCA_002390675.1,95.0,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002390675,96.76,0.89,GCA_002390675.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002390675,96.76,0.89,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002709835.1, s__UBA4427 sp002709835, 95.0, 77.12, 0.21",98.02,11,,
SPO-all-SRF-0-8-5-00-bin-282,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002709835,GCA_002709835.1,95.0,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002709835,99.6,0.9,GCA_002709835.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002709835,99.6,0.9,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002719955.1, s__UBA4427 sp002719955, 95.0, 77.29, 0.29; GCA_002390675.1, s__UBA4427 sp002390675, 95.0, 77.16, 0.22",94.82,11,,
SPO-SPSG-MIX-0-8-5-00-bin-140,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002709835,GCA_002709835.1,95.0,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002709835,99.47,0.85,GCA_002709835.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002709835,99.47,0.85,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002719955.1, s__UBA4427 sp002719955, 95.0, 77.33, 0.28",89.68,11,,
SPO-SPSG-DCM-0-8-5-00-bin-94,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002719955,GCA_002719955.1,95.0,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002719955,99.95,0.94,GCA_002719955.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002719955,99.95,0.94,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002709835.1, s__UBA4427 sp002709835, 95.0, 77.16, 0.28",98.19,11,,
SPO-all-DCM-0-8-5-00-bin-448,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002719955,GCA_002719955.1,95.0,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002719955,99.95,0.94,GCA_002719955.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002719955,99.95,0.94,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002709835.1, s__UBA4427 sp002709835, 95.0, 77.24, 0.28",98.19,11,,
IO-all-MES-0-8-5-00-bin-265,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__GCA-2687015;s__GCA-2687015 sp002687015,GCA_002687015.1,95.0,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__GCA-2687015;s__GCA-2687015 sp002687015,99.92,0.95,GCA_002687015.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__GCA-2687015;s__GCA-2687015 sp002687015,99.92,0.95,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,97.06,11,,
NPO-all-MES-0-8-5-00-bin-313,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA9160;g__GCA-2729515;s__GCA-2729515 sp002729515,GCA_002729515.1,95.0,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA9160;g__GCA-2729515;s__GCA-2729515 sp002729515,99.85,0.94,GCA_002729515.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA9160;g__GCA-2729515;s__GCA-2729515 sp002729515,99.85,0.94,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA9160;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,96.61,11,,
SAO-all-SRF-0-8-5-00-bin-353,d__Bacteria;p__Bdellovibrionota_B;c__Oligoflexia;o__Oligoflexales;f__Bog-1112;g__GCA-2711925;s__GCA-2711925 sp002711925,GCA_002711925.1,95.0,d__Bacteria;p__Bdellovibrionota_B;c__Oligoflexia;o__Oligoflexales;f__Bog-1112;g__GCA-2711925;s__GCA-2711925 sp002711925,99.89,0.92,GCA_002711925.1,d__Bacteria;p__Bdellovibrionota_B;c__Oligoflexia;o__Oligoflexales;f__Bog-1112;g__GCA-2711925;s__GCA-2711925 sp002711925,99.89,0.92,d__Bacteria;p__Bdellovibrionota_B;c__Oligoflexia;o__Oligoflexales;f__Bog-1112;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,91.57,11,,Genome has more than 10.0% of markers with multiple hits
SPO-SPSG-MES-0-8-5-00-bin-57,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA845;s__UBA845 sp002718735,GCA_002718735.1,95.0,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA845;s__UBA845 sp002718735,98.77,0.87,GCA_002718735.1,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA845;s__UBA845 sp002718735,98.77,0.87,d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA845;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002711995.1, s__UBA845 sp002711995, 95.0, 83.21, 0.57",94.23,11,,
IO-all-SRF-0-8-5-00-bin-258,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA1609;g__GCA-2686065;s__GCA-2686065 sp002686065,GCA_002686065.1,95.0,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA1609;g__GCA-2686065;s__GCA-2686065 sp002686065,99.45,0.9,GCA_002686065.1,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA1609;g__GCA-2686065;s__GCA-2686065 sp002686065,99.45,0.9,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA1609;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,94.37,11,,
IO-all-SRF-0-8-5-00-bin-507,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415,GCA_002436415.1,95.0,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415,99.95,0.97,GCA_002436415.1,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415,99.95,0.97,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,95.08,11,,
IO-all-MES-0-8-5-00-bin-84,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415,GCA_002436415.1,95.0,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415,99.96,0.95,GCA_002436415.1,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415,99.96,0.95,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,86.37,11,,
SAO-all-SRF-0-8-5-00-bin-560,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415,GCA_002436415.1,95.0,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415,99.98,0.98,GCA_002436415.1,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415,99.98,0.98,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,95.83,11,,
SPO-SPSG-SRF-0-8-5-00-bin-539,d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio profundus,GCF_900217235.1,95.0,d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio profundus,98.03,0.87,GCF_900217235.1,d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio profundus,98.03,0.87,d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_001563225.1, s__Pseudodesulfovibrio indicus, 95.0, 78.66, 0.26; GCF_001874525.1, s__Pseudodesulfovibrio dechloracetivorans, 95.0, 78.24, 0.22; GCF_000176915.2, s__Pseudodesulfovibrio aespoeensis, 95.0, 78.05, 0.24; GCF_000189295.2, s__Pseudodesulfovibrio desulfuricans, 95.0, 78.01, 0.23",94.88,11,,
SPO-all-SRF-0-8-5-00-bin-310,d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio profundus,GCF_900217235.1,95.0,d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio profundus,98.12,0.86,GCF_900217235.1,d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio profundus,98.12,0.86,d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_001563225.1, s__Pseudodesulfovibrio indicus, 95.0, 78.5, 0.27; GCF_001874525.1, s__Pseudodesulfovibrio dechloracetivorans, 95.0, 78.12, 0.24; GCF_000189295.2, s__Pseudodesulfovibrio desulfuricans, 95.0, 77.93, 0.23; GCF_000176915.2, s__Pseudodesulfovibrio aespoeensis, 95.0, 77.9, 0.25",94.54,11,,
NPO-all-MES-0-8-5-00-bin-117,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__UBA8438 sp002726085,GCA_002726085.1,95.0,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__UBA8438 sp002726085,99.64,0.86,GCA_002726085.1,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__UBA8438 sp002726085,99.64,0.86,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__UBA8438;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002712885.1, s__UBA8438 sp002712885, 95.0, 77.66, 0.34; GCA_002346545.1, s__UBA8438 sp002346545, 95.0, 77.06, 0.27",92.32,11,,
IO-all-FSW-0-8-5-00-bin-43,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Fusibacteraceae;g__;s__,,,,,,,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,89.4,11,0.7417599432822843,
SPO-SPSG-SRF-0-8-5-00-bin-618,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Caminicellaceae;g__Maledivibacter;s__,,,,,,,,,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Caminicellaceae;g__;s__,Placement,taxonomic novelty determined using RED,,91.39,11,0.8885195014338811,
